OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,REPORT_AC,GIS_ACRES,OBJECTIVE,SHAPEAREA,SHAPELEN
21933,2020,CA,CCO,MRN,ISLAND,00001927,2020/08/09 00:00:00+00,2020/08/09 00:00:00+00,1.5,1.43505096,1,9370.994000005,415.082883996384
21934,2020,CA,USF,LPF,PLASKETT,00001245,2020/06/03 00:00:00+00,2020/06/06 00:00:00+00,24,1.50094652,1,9284.519620525,374.85673375287
21935,2020,CA,USF,BDF,RALPH ,00012365,2020/08/15 00:00:00+00,2020/08/18 00:00:00+00,10,9.39038086,1,55017.73580625,911.341921068022
21936,2020,CA,USF,ANF,BLUE,00004178,2020/10/16 00:00:00+00,2020/10/20 00:00:00+00,15,5.15127325,1,30685.797124845,1142.8233634874
21937,2020,CA,CDF,BTU,2-28 / BUTTE LIGHTNING COMPLEX,00009756,2020/08/17 07:00:00+00,2020/09/10 07:00:00+00,2,21.37203026,1,147417.555299995,1901.83622460734
21938,2020,CA,CDF,BTU,1-11 / BUTTE LIGHTNING COMPLEX,00009778,2020/08/17 07:00:00+00,2020/09/10 07:00:00+00,10,12.20917988,1,84049.519199975,1243.22544356281
21939,2020,CA,CDF,BTU,2-30 / BUTTE LIGHTNING COMPLEX,00009784,2020/08/17 07:00:00+00,2020/09/10 07:00:00+00,0.05,6.25850296,1,43254.51740001,894.832910058682
21940,2020,CA,CDF,BTU,2-26 / BUTTE LIGHTNING COMPLEX,00009730,2020/08/17 07:00:00+00,2020/09/10 07:00:00+00,0.25,27.6417408,1,191103.57950001,1987.66925080967
21941,2020,CA,CDF,BTU,1-8 / BUTTE LIGHTNING COMPLEX,00009749,2020/08/17 07:00:00+00,2020/09/10 07:00:00+00,1.96,92.39505005,1,637869.204400025,3794.78984312352
21942,2020,CA,CDF,BTU,1-7 / BUTTE LIGHTNING COMPLEX,00009748,2020/08/17 07:00:00+00,2020/09/26 07:00:00+00,20,174.78900146,1,1207708.82920005,6517.76538325737
21943,2020,CA,CDF,BTU,1-12 / BUTTE LIGHTNING COMPLEX,00010058,2020/08/24 07:00:00+00,2020/09/10 07:00:00+00,947,946.58337402,1,6530778.56850024,18556.5256533357
